	camera	frame	cX	cY	area	minI	maxI	meanI	pulse
408	right	493	292	325	3.0	108.0	164.0	129.7142857142857	p8
409	right	494	292	325	3.0	108.0	164.0	129.7142857142857	p8
410	right	495	292	325	1.0	114.0	143.0	125.5	p8
411	right	496	292	325	1.0	114.0	143.0	125.5	p8
412	right	497	292	325	1.0	114.0	143.0	125.5	p8
413	right	498	292	325	1.0	114.0	143.0	125.5	p8
414	right	499	292	325	2.0	108.0	145.0	127.16666666666666	p8
415	right	500	292	325	2.0	108.0	145.0	127.16666666666666	p8
416	right	501	292	325	2.0	108.0	145.0	127.16666666666666	p8
417	right	502	292	325	2.0	114.0	149.0	132.0	p8
418	right	503	292	325	2.0	114.0	149.0	132.0	p8
419	right	504	292	325	2.0	114.0	149.0	132.0	p8
420	right	505	292	325	2.0	114.0	149.0	132.0	p8
421	right	506	292	325	2.0	110.0	144.0	126.0	p8
422	right	507	292	325	2.0	110.0	144.0	126.0	p8
423	right	508	292	325	2.0	110.0	144.0	126.0	p8
424	right	509	292	325	2.0	110.0	144.0	126.0	p8
425	right	510	292	325	3.0	108.0	147.0	124.57142857142856	p8
426	right	511	292	325	3.0	108.0	147.0	124.57142857142856	p8
427	right	512	292	325	3.0	108.0	147.0	124.57142857142856	p8
428	right	513	292	325	3.0	108.0	147.0	124.57142857142856	p8
429	right	514	292	325	2.0	109.0	147.0	127.33333333333331	p8
430	right	515	292	325	2.0	109.0	147.0	127.33333333333331	p8
431	right	516	292	325	2.0	109.0	147.0	127.33333333333331	p8
432	right	517	292	325	1.5	120.0	142.0	130.20000000000002	p8
433	right	518	292	325	1.5	120.0	142.0	130.20000000000002	p8
434	right	519	292	325	1.5	120.0	142.0	130.20000000000002	p8
435	right	520	292	325	1.5	120.0	142.0	130.20000000000002	p8
436	right	521	292	325	1.5	112.0	147.0	122.2	p8
437	right	522	292	325	1.5	112.0	147.0	122.2	p8
438	right	523	292	325	1.5	112.0	147.0	122.2	p8
439	right	524	292	325	1.5	112.0	147.0	122.2	p8
440	right	525	292	325	1.0	110.0	133.0	122.75	p8
441	right	526	292	325	1.0	110.0	133.0	122.75	p8
442	right	527	292	325	1.0	110.0	133.0	122.75	p8
443	right	528	292	325	1.0	110.0	133.0	122.75	p8
444	right	529	292	325	1.5	108.0	149.0	124.4	p8
445	right	530	292	325	1.5	108.0	149.0	124.4	p8
446	right	531	292	325	1.5	108.0	149.0	124.4	p8
447	right	532	292	325	1.0	113.0	134.0	123.25	p8
448	right	533	292	325	1.0	113.0	134.0	123.25	p8
449	right	534	292	325	1.0	113.0	134.0	123.25	p8
450	right	535	292	325	1.0	113.0	134.0	123.25	p8
451	right	536	292	325	1.5	115.0	161.0	135.6	p8
452	right	537	292	325	1.5	115.0	161.0	135.6	p8
453	right	538	292	325	1.5	115.0	161.0	135.6	p8
454	right	539	292	325	1.5	115.0	161.0	135.6	p8
488	left	81	360	153	2.5	108.0	138.0	121.71428571428572	p9
489	left	82	360	153	2.5	108.0	138.0	121.71428571428572	p9
490	left	83	360	153	2.5	108.0	138.0	121.71428571428572	p9
491	left	84	360	153	2.5	108.0	138.0	121.71428571428572	p9
492	left	85	360	153	4.5	114.0	166.0	135.55555555555554	p9
493	left	86	360	153	4.5	114.0	166.0	135.55555555555554	p9
494	left	87	360	153	4.5	114.0	166.0	135.55555555555554	p9
495	left	88	360	153	4.5	114.0	166.0	135.55555555555554	p9
496	left	89	360	153	4.5	108.0	175.0	139.22222222222223	p9
497	left	90	360	153	4.5	108.0	175.0	139.22222222222223	p9
498	left	91	360	153	4.5	108.0	175.0	139.22222222222223	p9
499	left	92	360	153	3.5	115.0	152.0	130.75	p9
500	left	93	360	153	3.5	115.0	152.0	130.75	p9
501	left	94	360	153	3.5	115.0	152.0	130.75	p9
502	left	95	360	153	3.5	115.0	152.0	130.75	p9
503	left	96	360	153	3.0	113.0	172.0	135.85714285714286	p9
504	left	97	360	153	3.0	113.0	172.0	135.85714285714286	p9
505	left	98	360	153	3.0	113.0	172.0	135.85714285714286	p9
506	left	99	360	153	3.0	113.0	172.0	135.85714285714286	p9
507	left	100	360	153	5.0	112.0	157.0	126.4	p9
508	left	101	360	153	5.0	112.0	157.0	126.4	p9
509	left	102	360	153	5.0	112.0	157.0	126.4	p9
510	left	103	360	153	5.0	112.0	157.0	126.4	p9
511	left	104	360	153	5.0	108.0	159.0	129.8	p9
512	left	105	360	153	5.0	108.0	159.0	129.8	p9
513	left	106	360	153	5.0	108.0	159.0	129.8	p9
514	left	107	360	153	5.0	108.0	159.0	129.8	p9
515	left	108	360	153	2.5	112.0	159.0	133.85714285714286	p9
516	left	109	360	153	2.5	112.0	159.0	133.85714285714286	p9
517	left	110	360	153	2.5	112.0	159.0	133.85714285714286	p9
518	left	111	360	153	3.5	117.0	164.0	135.75	p9
519	left	112	360	153	3.5	117.0	164.0	135.75	p9
520	left	113	360	153	3.5	117.0	164.0	135.75	p9
521	left	114	360	153	3.5	117.0	164.0	135.75	p9
522	left	115	360	153	3.5	109.0	158.0	136.5	p9
523	left	116	360	153	3.5	109.0	158.0	136.5	p9
524	left	117	360	153	3.5	109.0	158.0	136.5	p9
525	left	118	360	153	3.5	109.0	158.0	136.5	p9
560	left	119	360	154	4.5	110.0	149.0	124.88888888888889	p9
561	left	120	360	154	4.5	110.0	149.0	124.88888888888889	p9
562	left	121	360	154	4.5	110.0	149.0	124.88888888888889	p9
563	left	122	360	154	4.5	110.0	149.0	124.88888888888889	p9
526	left	123	360	153	3.5	113.0	168.0	137.25	p9
527	left	124	360	153	3.5	113.0	168.0	137.25	p9
528	left	125	360	153	3.5	113.0	168.0	137.25	p9
529	left	126	360	153	4.0	116.0	166.0	135.44444444444443	p9
530	left	127	360	153	4.0	116.0	166.0	135.44444444444443	p9
531	left	128	360	153	4.0	116.0	166.0	135.44444444444443	p9
532	left	129	360	153	4.0	116.0	166.0	135.44444444444443	p9
533	left	130	360	153	3.5	129.0	159.0	140.625	p9
534	left	131	360	153	3.5	129.0	159.0	140.625	p9
535	left	132	360	153	3.5	129.0	159.0	140.625	p9
536	left	133	360	153	3.5	129.0	159.0	140.625	p9
537	left	134	360	153	4.0	109.0	159.0	132.55555555555554	p9
538	left	135	360	153	4.0	109.0	159.0	132.55555555555554	p9
539	left	136	360	153	4.0	109.0	159.0	132.55555555555554	p9
540	left	137	360	153	4.0	109.0	159.0	132.55555555555554	p9
541	left	138	360	153	4.0	114.0	164.0	136.22222222222223	p9
542	left	139	360	153	4.0	114.0	164.0	136.22222222222223	p9
543	left	140	360	153	4.0	114.0	164.0	136.22222222222223	p9
477	left	141	359	153	3.5	108.0	158.0	129.625	p9
478	left	142	359	153	3.5	108.0	158.0	129.625	p9
479	left	143	359	153	3.5	108.0	158.0	129.625	p9
480	left	144	359	153	3.5	108.0	158.0	129.625	p9
544	left	145	360	153	3.0	113.0	159.0	131.7142857142857	p9
545	left	146	360	153	3.0	113.0	159.0	131.7142857142857	p9
546	left	147	360	153	3.0	113.0	159.0	131.7142857142857	p9
547	left	148	360	153	3.0	113.0	159.0	131.7142857142857	p9
548	left	149	360	153	4.5	109.0	166.0	130.11111111111111	p9
549	left	150	360	153	4.5	109.0	166.0	130.11111111111111	p9
550	left	151	360	153	4.5	109.0	166.0	130.11111111111111	p9
551	left	152	360	153	4.5	109.0	166.0	130.11111111111111	p9
481	left	153	359	153	3.5	109.0	157.0	129.625	p9
482	left	154	359	153	3.5	109.0	157.0	129.625	p9
483	left	155	359	153	3.5	109.0	157.0	129.625	p9
552	left	156	360	153	3.0	119.0	157.0	128.42857142857142	p9
553	left	157	360	153	3.0	119.0	157.0	128.42857142857142	p9
554	left	158	360	153	3.0	119.0	157.0	128.42857142857142	p9
555	left	159	360	153	3.0	119.0	157.0	128.42857142857142	p9
484	left	160	359	153	3.5	110.0	155.0	130.375	p9
485	left	161	359	153	3.5	110.0	155.0	130.375	p9
486	left	162	359	153	3.5	110.0	155.0	130.375	p9
487	left	163	359	153	3.5	110.0	155.0	130.375	p9
556	left	164	360	153	4.0	109.0	158.0	127.88888888888889	p9
557	left	165	360	153	4.0	109.0	158.0	127.88888888888889	p9
558	left	166	360	153	4.0	109.0	158.0	127.88888888888889	p9
559	left	167	360	153	4.0	109.0	158.0	127.88888888888889	p9
